1.570796327,-0.022896,0.013753168
1.396263402,-0.2173,0.015577763
1.221730476,-0.72186,0.015471992
1.047197551,-1.29002,0.01949161
0.872664626,-1.72462,0.025399334
0.698131701,-1.7066,0.023019579
0.523598776,-1.27412,0.020552523
0.34906585,-0.73246,0.016416317
0.174532925,-0.232882,0.014750402
0,-0.03498,0.016789543
-0.174532925,-0.232882,0.014750402
-0.34906585,-0.73246,0.016416317
-0.523598776,-1.27412,0.020552523
-0.698131701,-1.7066,0.023019579
-0.872664626,-1.72462,0.025399334
-1.047197551,-1.29002,0.01949161
-1.221730476,-0.72186,0.015471992
-1.396263402,-0.2173,0.015577763
-1.570796327,-0.022896,0.013753168